Entity,Day,total_vaccinations
Dept of Defense,3/31/21,1926592
Dept of Defense,4/1/21,1960861
Dept of Defense,4/2/21,1993503
Dept of Defense,4/3/21,2037354
Dept of Defense,4/4/21,2082199
Dept of Defense,4/5/21,2093049
Dept of Defense,4/6/21,2100674
Dept of Defense,4/7/21,2127971
Dept of Defense,4/8/21,2167093
Dept of Defense,4/9/21,2202664
Dept of Defense,4/10/21,2251636
District of Columbia,1/12/21,29812
District of Columbia,1/13/21,33049
District of Columbia,1/14/21,36679
District of Columbia,1/15/21,39934
District of Columbia,1/19/21,49988
District of Columbia,1/20/21,51733
District of Columbia,1/21/21,55108
District of Columbia,1/22/21,56864
District of Columbia,1/23/21,59793
District of Columbia,1/24/21,62391
District of Columbia,1/25/21,64194
District of Columbia,1/26/21,64748
District of Columbia,1/27/21,68086
District of Columbia,1/28/21,70839
District of Columbia,1/29/21,73328
District of Columbia,1/30/21,76672
District of Columbia,1/31/21,80526
District of Columbia,2/1/21,82519
District of Columbia,2/2/21,83553
District of Columbia,2/3/21,85065
District of Columbia,2/4/21,94095
District of Columbia,2/5/21,98862
District of Columbia,2/6/21,102031
District of Columbia,2/7/21,105819
District of Columbia,2/8/21,108475
District of Columbia,2/9/21,108475
District of Columbia,2/10/21,108475
District of Columbia,2/11/21,111720
District of Columbia,2/12/21,114110
District of Columbia,2/13/21,116261
District of Columbia,2/14/21,121313
District of Columbia,2/16/21,126500
District of Columbia,2/17/21,128460
District of Columbia,2/18/21,130437
District of Columbia,2/19/21,157111
District of Columbia,2/20/21,159640
District of Columbia,2/21/21,162674
District of Columbia,2/22/21,164207
District of Columbia,2/23/21,166724
District of Columbia,2/24/21,170343
District of Columbia,2/25/21,173030
District of Columbia,2/26/21,176044
District of Columbia,2/27/21,184748
District of Columbia,2/28/21,194746
District of Columbia,3/1/21,198047
District of Columbia,3/2/21,199212
District of Columbia,3/3/21,202090
District of Columbia,3/4/21,207421
District of Columbia,3/5/21,211736
District of Columbia,3/6/21,220634
District of Columbia,3/7/21,225875
District of Columbia,3/8/21,230110
District of Columbia,3/9/21,232666
District of Columbia,3/10/21,238189
District of Columbia,3/11/21,244060
District of Columbia,3/12/21,250090
District of Columbia,3/13/21,256529
District of Columbia,3/14/21,264499
District of Columbia,3/15/21,271191
District of Columbia,3/16/21,274424
District of Columbia,3/17/21,281538
District of Columbia,3/18/21,285546
District of Columbia,3/19/21,291022
District of Columbia,3/20/21,296647
District of Columbia,3/21/21,302692
District of Columbia,3/22/21,306996
District of Columbia,3/23/21,309362
District of Columbia,3/24/21,313341
District of Columbia,3/25/21,320173
District of Columbia,3/26/21,327007
District of Columbia,3/27/21,334783
District of Columbia,3/28/21,344954
District of Columbia,3/29/21,353718
District of Columbia,3/30/21,359065
District of Columbia,3/31/21,374297
District of Columbia,4/1/21,381345
District of Columbia,4/2/21,388617
District of Columbia,4/3/21,396885
District of Columbia,4/4/21,403560
District of Columbia,4/5/21,407352
District of Columbia,4/6/21,412388
District of Columbia,4/7/21,413125
District of Columbia,4/8/21,426808
District of Columbia,4/9/21,434907
District of Columbia,4/10/21,445289
Federated States of Micronesia,1/12/21,424
Federated States of Micronesia,1/13/21,565
Federated States of Micronesia,1/14/21,605
Federated States of Micronesia,1/15/21,694
Federated States of Micronesia,1/19/21,1436
Federated States of Micronesia,1/20/21,1756
Federated States of Micronesia,1/21/21,2087
Federated States of Micronesia,1/22/21,2514
Federated States of Micronesia,1/23/21,2752
Federated States of Micronesia,1/24/21,2752
Federated States of Micronesia,1/25/21,2758
Federated States of Micronesia,1/26/21,2977
Federated States of Micronesia,1/27/21,3241
Federated States of Micronesia,1/28/21,3502
Federated States of Micronesia,1/29/21,3965
Federated States of Micronesia,1/30/21,3965
Federated States of Micronesia,1/31/21,3965
Federated States of Micronesia,2/1/21,5110
Federated States of Micronesia,2/2/21,5726
Federated States of Micronesia,2/3/21,6254
Federated States of Micronesia,2/4/21,6699
Federated States of Micronesia,2/5/21,7005
Federated States of Micronesia,2/6/21,7335
Federated States of Micronesia,2/7/21,7415
Federated States of Micronesia,2/8/21,7449
Federated States of Micronesia,2/9/21,7725
Federated States of Micronesia,2/10/21,8017
Federated States of Micronesia,2/11/21,8365
Federated States of Micronesia,2/12/21,8751
Federated States of Micronesia,2/13/21,9230
Federated States of Micronesia,2/14/21,9415
Federated States of Micronesia,2/16/21,9980
Federated States of Micronesia,2/17/21,10603
Federated States of Micronesia,2/18/21,11119
Federated States of Micronesia,2/19/21,11590
Federated States of Micronesia,2/20/21,11590
Federated States of Micronesia,2/21/21,12196
Federated States of Micronesia,2/22/21,12196
Federated States of Micronesia,2/23/21,12196
Federated States of Micronesia,2/24/21,12999
Federated States of Micronesia,2/25/21,13320
Federated States of Micronesia,2/26/21,13819
Federated States of Micronesia,2/27/21,14317
Federated States of Micronesia,2/28/21,14715
Federated States of Micronesia,3/1/21,15022
Federated States of Micronesia,3/2/21,15705
Federated States of Micronesia,3/3/21,16189
Federated States of Micronesia,3/4/21,16578
Federated States of Micronesia,3/5/21,17098
Federated States of Micronesia,3/6/21,17624
Federated States of Micronesia,3/7/21,17745
Federated States of Micronesia,3/8/21,17745
Federated States of Micronesia,3/9/21,18133
Federated States of Micronesia,3/10/21,18423
Federated States of Micronesia,3/11/21,18689
Federated States of Micronesia,3/12/21,19086
Federated States of Micronesia,3/13/21,19580
Federated States of Micronesia,3/14/21,19796
Federated States of Micronesia,3/15/21,19841
Federated States of Micronesia,3/16/21,20450
Federated States of Micronesia,3/17/21,20882
Federated States of Micronesia,3/18/21,20882
Federated States of Micronesia,3/19/21,21624
Federated States of Micronesia,3/20/21,22129
Federated States of Micronesia,3/21/21,22217
Federated States of Micronesia,3/22/21,22255
Federated States of Micronesia,3/23/21,22488
Federated States of Micronesia,3/24/21,22767
Federated States of Micronesia,3/25/21,23026
Federated States of Micronesia,3/26/21,23460
Federated States of Micronesia,3/27/21,23778
Federated States of Micronesia,3/28/21,23908
Federated States of Micronesia,3/29/21,24114
Federated States of Micronesia,3/30/21,24538
Federated States of Micronesia,3/31/21,24992
Federated States of Micronesia,4/1/21,25176
Federated States of Micronesia,4/2/21,25176
Federated States of Micronesia,4/3/21,25404
Federated States of Micronesia,4/4/21,25404
Federated States of Micronesia,4/5/21,25679
Federated States of Micronesia,4/6/21,25985
Federated States of Micronesia,4/7/21,26481
Federated States of Micronesia,4/8/21,26726
Federated States of Micronesia,4/9/21,26726
Federated States of Micronesia,4/10/21,27360
Florida,1/12/21,633440
Florida,1/13/21,705398
Florida,1/14/21,774485
Florida,1/15/21,853081
Florida,1/19/21,1174685
Florida,1/20/21,1239975
Florida,1/21/21,1239975
Florida,1/22/21,1314377
Florida,1/23/21,1489003
Florida,1/24/21,1544794
Florida,1/25/21,1544794
Florida,1/26/21,1575490
Florida,1/27/21,1632491
Florida,1/28/21,1707251
Florida,1/29/21,1796246
Florida,1/30/21,1890198
Florida,1/31/21,1959626
Florida,2/1/21,2005378
Florida,2/2/21,2048143
Florida,2/3/21,2133168
Florida,2/4/21,2223754
Florida,2/5/21,2260744
Florida,2/6/21,2385839
Florida,2/7/21,2607527
Florida,2/8/21,2607527
Florida,2/9/21,2731300
Florida,2/10/21,2835535
Florida,2/11/21,2957730
Florida,2/12/21,3216044
Florida,2/13/21,3351430
Florida,2/14/21,3467856
Florida,2/16/21,3598996
Florida,2/17/21,3702569
Florida,2/18/21,3819224
Florida,2/19/21,4198451
Florida,2/20/21,4205898
Florida,2/21/21,4387051
Florida,2/22/21,4390626
Florida,2/23/21,4406005
Florida,2/24/21,4502702
Florida,2/25/21,4605201
Florida,2/26/21,4704530
Florida,2/27/21,4822353
Florida,2/28/21,5044420
Florida,3/1/21,5047960
Florida,3/2/21,5077891
Florida,3/3/21,5167346
Florida,3/4/21,5314200
Florida,3/5/21,5448653
Florida,3/6/21,5688357
Florida,3/7/21,5900450
Florida,3/8/21,5904827
Florida,3/9/21,5961421
Florida,3/10/21,6070173
Florida,3/11/21,6332072
Florida,3/12/21,6613352
Florida,3/13/21,7007792
Florida,3/14/21,7108286
Florida,3/15/21,7116355
Florida,3/16/21,7197889
Florida,3/17/21,7332554
Florida,3/18/21,7522691
Florida,3/19/21,7684142
Florida,3/20/21,7977789
Florida,3/21/21,8186888
Florida,3/22/21,8191294
Florida,3/23/21,8250717
Florida,3/24/21,8396727
Florida,3/25/21,8603007
Florida,3/26/21,8811431
Florida,3/27/21,9028641
Florida,3/28/21,9271008
Florida,3/29/21,9276711
Florida,3/30/21,9405368
Florida,3/31/21,9563326
Florida,4/1/21,9781739
Florida,4/2/21,9988150
Florida,4/3/21,10204039
Florida,4/4/21,10565844
Florida,4/5/21,10567292
Florida,4/6/21,10645680
Florida,4/7/21,10806283
Florida,4/8/21,11101262
Florida,4/9/21,11367878
Florida,4/10/21,11639845
Georgia,1/12/21,170571
Georgia,1/13/21,198756
Georgia,1/14/21,231305
Georgia,1/15/21,231305
Georgia,1/19/21,312336
Georgia,1/20/21,397048
Georgia,1/21/21,453862
Georgia,1/22/21,603486
Georgia,1/23/21,604067
Georgia,1/24/21,604067
Georgia,1/25/21,604067
Georgia,1/26/21,668589
Georgia,1/27/21,712866
Georgia,1/28/21,764211
Georgia,1/29/21,810291
Georgia,1/30/21,856746
Georgia,1/31/21,906186
Georgia,2/1/21,930517
Georgia,2/2/21,940066
Georgia,2/3/21,975038
Georgia,2/4/21,1008040
Georgia,2/5/21,1051622
Georgia,2/6/21,1098863
Georgia,2/7/21,1146024
Georgia,2/8/21,1167738
Georgia,2/9/21,1179950
Georgia,2/10/21,1223850
Georgia,2/11/21,1273015
Georgia,2/12/21,1273015
Georgia,2/13/21,1328795
Georgia,2/14/21,1437718
Georgia,2/16/21,1473440
Georgia,2/17/21,1473440
Georgia,2/18/21,1569216
Georgia,2/19/21,1720789
Georgia,2/20/21,1786755
Georgia,2/21/21,1850856
Georgia,2/22/21,1873683
Georgia,2/23/21,1880429
Georgia,2/24/21,1919262
Georgia,2/25/21,1961849
Georgia,2/26/21,2013769
Georgia,2/27/21,2070076
Georgia,2/28/21,2072451
Georgia,3/1/21,2072628
Georgia,3/2/21,2085047
Georgia,3/3/21,2133517
Georgia,3/4/21,2187289
Georgia,3/5/21,2253011
Georgia,3/6/21,2308087
Georgia,3/7/21,2366573
Georgia,3/8/21,2391999
Georgia,3/9/21,2406206
Georgia,3/10/21,2408998
Georgia,3/11/21,2483900
Georgia,3/12/21,2598432
Georgia,3/13/21,2681373
Georgia,3/14/21,2754347
Georgia,3/15/21,2790084
Georgia,3/16/21,2810272
Georgia,3/17/21,2814158
Georgia,3/18/21,2906563
Georgia,3/19/21,2910835
Georgia,3/20/21,3113334
Georgia,3/21/21,3207887
Georgia,3/22/21,3280952
Georgia,3/23/21,3281102
Georgia,3/24/21,3362513
Georgia,3/25/21,3434860
Georgia,3/26/21,3530980
Georgia,3/27/21,3621196
Georgia,3/28/21,3711950
Georgia,3/29/21,3764344
Georgia,3/30/21,3786303
Georgia,3/31/21,3855859
Georgia,4/1/21,3950645
Georgia,4/2/21,4055515
Georgia,4/3/21,4150770
Georgia,4/4/21,4153506
Georgia,4/5/21,4236864
Georgia,4/6/21,4281437
Georgia,4/7/21,4463237
Georgia,4/8/21,4541621
Georgia,4/9/21,4660059
Georgia,4/10/21,4664737
Guam,1/12/21,3791
Guam,1/13/21,3791
Guam,1/14/21,3791
Guam,1/15/21,3791
Guam,1/19/21,3791
Guam,1/20/21,3791
Guam,1/21/21,3791
Guam,1/22/21,3791
Guam,1/23/21,3791
Guam,1/24/21,3791
Guam,1/25/21,3791
Guam,1/26/21,17306
Guam,1/27/21,18263
Guam,1/28/21,19520
Guam,1/29/21,21254
Guam,1/30/21,22454
Guam,1/31/21,22454
Guam,2/1/21,23445
Guam,2/2/21,24810
Guam,2/3/21,26068
Guam,2/4/21,26068
Guam,2/5/21,27369
Guam,2/6/21,28959
Guam,2/7/21,29572
Guam,2/8/21,29719
Guam,2/9/21,30923
Guam,2/10/21,32443
Guam,2/11/21,33993
Guam,2/12/21,35917
Guam,2/13/21,37750
Guam,2/14/21,38622
Guam,2/16/21,39504
Guam,2/17/21,41007
Guam,2/18/21,42671
Guam,2/19/21,46897
Guam,2/20/21,48387
Guam,2/21/21,48479
Guam,2/22/21,49587
Guam,2/23/21,50500
Guam,2/24/21,51514
Guam,2/25/21,52661
Guam,2/26/21,52701
Guam,2/27/21,54244
Guam,2/28/21,55213
Guam,3/1/21,55255
Guam,3/2/21,55402
Guam,3/3/21,55435
Guam,3/4/21,56131
Guam,3/5/21,56407
Guam,3/6/21,56477
Guam,3/7/21,56484
Guam,3/8/21,56587
Guam,3/9/21,58396
Guam,3/10/21,60379
Guam,3/11/21,62062
Guam,3/12/21,63697
Guam,3/13/21,65382
Guam,3/14/21,66513
Guam,3/15/21,66607
Guam,3/16/21,67081
Guam,3/17/21,68451
Guam,3/18/21,70056
Guam,3/19/21,71940
Guam,3/20/21,72069
Guam,3/21/21,72090
Guam,3/22/21,73973
Guam,3/23/21,75724
Guam,3/24/21,77636
Guam,3/25/21,79350
Guam,3/26/21,81396
Guam,3/27/21,81649
Guam,3/28/21,83164
Guam,3/29/21,84899
Guam,3/30/21,85003
Guam,3/31/21,87540
Guam,4/1/21,88590
Guam,4/2/21,90114
Guam,4/3/21,91630
Guam,4/4/21,91702
Guam,4/5/21,91896
Guam,4/6/21,91958
Guam,4/7/21,95485
Guam,4/8/21,97187
Guam,4/9/21,99042
Guam,4/10/21,99244
Hawaii,1/12/21,33483
Hawaii,1/13/21,36605
Hawaii,1/14/21,47985
Hawaii,1/15/21,46958
Hawaii,1/19/21,63954
Hawaii,1/20/21,71944
Hawaii,1/21/21,79414
Hawaii,1/22/21,84793
Hawaii,1/23/21,84792
Hawaii,1/24/21,84792
Hawaii,1/25/21,92092
Hawaii,1/26/21,93760
Hawaii,1/27/21,97692
Hawaii,1/28/21,103944
Hawaii,1/29/21,111165
Hawaii,1/30/21,120502
Hawaii,1/31/21,129267
Hawaii,2/1/21,135836
Hawaii,2/2/21,137914
Hawaii,2/3/21,143686
Hawaii,2/4/21,151107
Hawaii,2/5/21,169713
Hawaii,2/6/21,179059
Hawaii,2/7/21,187048
Hawaii,2/8/21,194035
Hawaii,2/9/21,194035
Hawaii,2/10/21,194035
Hawaii,2/11/21,200618
Hawaii,2/12/21,208807
Hawaii,2/13/21,217780
Hawaii,2/14/21,225188
Hawaii,2/16/21,237172
Hawaii,2/17/21,240715
Hawaii,2/18/21,247392
Hawaii,2/19/21,301369
Hawaii,2/20/21,312730
Hawaii,2/21/21,322966
Hawaii,2/22/21,331321
Hawaii,2/23/21,333599
Hawaii,2/24/21,339771
Hawaii,2/25/21,348897
Hawaii,2/26/21,359108
Hawaii,2/27/21,370746
Hawaii,2/28/21,382798
Hawaii,3/1/21,389644
Hawaii,3/2/21,392771
Hawaii,3/3/21,399195
Hawaii,3/4/21,411264
Hawaii,3/5/21,421996
Hawaii,3/6/21,434343
Hawaii,3/7/21,436036
Hawaii,3/8/21,452988
Hawaii,3/9/21,464100
Hawaii,3/10/21,475859
Hawaii,3/11/21,489283
Hawaii,3/12/21,503482
Hawaii,3/13/21,517061
Hawaii,3/14/21,528035
Hawaii,3/15/21,538235
Hawaii,3/16/21,546123
Hawaii,3/17/21,559118
Hawaii,3/18/21,572716
Hawaii,3/19/21,587465
Hawaii,3/20/21,599643
Hawaii,3/21/21,610517
Hawaii,3/22/21,614208
Hawaii,3/23/21,621720
Hawaii,3/24/21,632086
Hawaii,3/25/21,642642
Hawaii,3/26/21,659606
Hawaii,3/27/21,660902
Hawaii,3/28/21,662115
Hawaii,3/29/21,685464
Hawaii,3/30/21,692706
Hawaii,3/31/21,705568
Hawaii,4/1/21,717790
Hawaii,4/2/21,732136
Hawaii,4/3/21,742277
Hawaii,4/4/21,757630
Hawaii,4/5/21,763772
Hawaii,4/6/21,770879
Hawaii,4/7/21,784219
Hawaii,4/8/21,798942
Hawaii,4/9/21,816481
Hawaii,4/10/21,817817
Idaho,1/12/21,35845
Idaho,1/13/21,38872
Idaho,1/14/21,42586
Idaho,1/15/21,46636
Idaho,1/19/21,63975
Idaho,1/20/21,69267
Idaho,1/21/21,73372
Idaho,1/22/21,77988
Idaho,1/23/21,82640
Idaho,1/24/21,87128
Idaho,1/25/21,91271
Idaho,1/26/21,93766
Idaho,1/27/21,96991
Idaho,1/28/21,102800
Idaho,1/29/21,108873
Idaho,1/30/21,114729
Idaho,1/31/21,120880
Idaho,2/1/21,124377
Idaho,2/2/21,126648
Idaho,2/3/21,132384
Idaho,2/4/21,141897
Idaho,2/5/21,159394
Idaho,2/6/21,176220
Idaho,2/7/21,185681
Idaho,2/8/21,195591
Idaho,2/9/21,198826
Idaho,2/10/21,205379
Idaho,2/11/21,214063
Idaho,2/12/21,214063
Idaho,2/13/21,221585
Idaho,2/14/21,242295
Idaho,2/16/21,263625
Idaho,2/17/21,270169
Idaho,2/18/21,278474
Idaho,2/19/21,304647
Idaho,2/20/21,313466
Idaho,2/21/21,326336
Idaho,2/22/21,336243
Idaho,2/23/21,340444
Idaho,2/24/21,346534
Idaho,2/25/21,356987
Idaho,2/26/21,367113
Idaho,2/27/21,378401
Idaho,2/28/21,392370
Idaho,3/1/21,404250
Idaho,3/2/21,409641
Idaho,3/3/21,418956
Idaho,3/4/21,428196
Idaho,3/5/21,442491
Idaho,3/6/21,457434
Idaho,3/7/21,471043
Idaho,3/8/21,482273
Idaho,3/9/21,489220
Idaho,3/10/21,497534
Idaho,3/11/21,507965
Idaho,3/12/21,522505
Idaho,3/13/21,536191
Idaho,3/14/21,550174
Idaho,3/15/21,559659
Idaho,3/16/21,566079
Idaho,3/17/21,566777
Idaho,3/18/21,586497
Idaho,3/19/21,603043
Idaho,3/20/21,622341
Idaho,3/21/21,639606
Idaho,3/22/21,650437
Idaho,3/23/21,656932
Idaho,3/24/21,666389
Idaho,3/25/21,678747
Idaho,3/26/21,694887
Idaho,3/27/21,710876
Idaho,3/28/21,728042
Idaho,3/29/21,736941
Idaho,3/30/21,740943
Idaho,3/31/21,752364
Idaho,4/1/21,766703
Idaho,4/2/21,782576
Idaho,4/3/21,799887
Idaho,4/4/21,817221
Idaho,4/5/21,826653
Idaho,4/6/21,828816
Idaho,4/7/21,842030
Idaho,4/8/21,855028
Idaho,4/9/21,873222
Idaho,4/10/21,889862
Illinois,1/12/21,347005
Illinois,1/13/21,365859
Illinois,1/14/21,403666
Illinois,1/15/21,437765
Illinois,1/19/21,525261
Illinois,1/20/21,539926
Illinois,1/21/21,570527
Illinois,1/22/21,607502
Illinois,1/23/21,654752
Illinois,1/24/21,699072
Illinois,1/25/21,723203
Illinois,1/26/21,737989
Illinois,1/27/21,766659
Illinois,1/28/21,823325
Illinois,1/29/21,884502
Illinois,1/30/21,948804
Illinois,1/31/21,1011454
Illinois,2/1/21,1054814
Illinois,2/2/21,1073076
Illinois,2/3/21,1108571
Illinois,2/4/21,1178369
Illinois,2/5/21,1247521
Illinois,2/6/21,1329963
Illinois,2/7/21,1401585
Illinois,2/8/21,1457693
Illinois,2/9/21,1477780
Illinois,2/10/21,1539781
Illinois,2/11/21,1604830
Illinois,2/12/21,1674988
Illinois,2/13/21,1772568
Illinois,2/14/21,1854228
Illinois,2/16/21,1954382
Illinois,2/17/21,1996099
Illinois,2/18/21,2037388
Illinois,2/19/21,2174539
Illinois,2/20/21,2261482
Illinois,2/21/21,2339546
Illinois,2/22/21,2354395
Illinois,2/23/21,2416034
Illinois,2/24/21,2461385
Illinois,2/25/21,2519447
Illinois,2/26/21,2639826
Illinois,2/27/21,2735250
Illinois,2/28/21,2824209
Illinois,3/1/21,2906555
Illinois,3/2/21,2958947
Illinois,3/3/21,3022385
Illinois,3/4/21,3107699
Illinois,3/5/21,3204414
Illinois,3/6/21,3341021
Illinois,3/7/21,3473676
Illinois,3/8/21,3571808
Illinois,3/9/21,3601065
Illinois,3/10/21,3672596
Illinois,3/11/21,3777731
Illinois,3/12/21,3925271
Illinois,3/13/21,4197357
Illinois,3/14/21,4197470
Illinois,3/15/21,4297923
Illinois,3/16/21,4379055
Illinois,3/17/21,4469795
Illinois,3/18/21,4584510
Illinois,3/19/21,4683361
Illinois,3/20/21,4826260
Illinois,3/21/21,4960792
Illinois,3/22/21,5051382
Illinois,3/23/21,5096694
Illinois,3/24/21,5177472
Illinois,3/25/21,5287852
Illinois,3/26/21,5412272
Illinois,3/27/21,5542211
Illinois,3/28/21,5682011
Illinois,3/29/21,5793846
Illinois,3/30/21,5843688
Illinois,3/31/21,5932882
Illinois,4/1/21,6073419
Illinois,4/2/21,6192219
Illinois,4/3/21,6340870
Illinois,4/4/21,6488477
Illinois,4/5/21,6592898
Illinois,4/6/21,6627939
Illinois,4/7/21,6725817
Illinois,4/8/21,6860904
Illinois,4/9/21,7017850
Illinois,4/10/21,7185009
Indian Health Svc,1/12/21,68387
Indian Health Svc,1/13/21,74462
Indian Health Svc,1/14/21,81726
Indian Health Svc,1/15/21,90245
Indian Health Svc,1/19/21,104140
Indian Health Svc,1/20/21,108975
Indian Health Svc,1/21/21,117297
Indian Health Svc,1/22/21,123534
Indian Health Svc,1/23/21,143678
Indian Health Svc,1/24/21,153784
Indian Health Svc,1/25/21,155529
Indian Health Svc,1/26/21,158282
Indian Health Svc,1/27/21,165764
Indian Health Svc,1/28/21,180226
Indian Health Svc,1/29/21,191109
Indian Health Svc,1/30/21,194962
Indian Health Svc,1/31/21,209747
Indian Health Svc,2/1/21,210664
Indian Health Svc,2/2/21,214183
Indian Health Svc,2/3/21,224095
Indian Health Svc,2/4/21,238594
Indian Health Svc,2/5/21,244323
Indian Health Svc,2/6/21,276062
Indian Health Svc,2/7/21,282039
Indian Health Svc,2/8/21,291338
Indian Health Svc,2/9/21,297375
Indian Health Svc,2/10/21,306717
Indian Health Svc,2/11/21,325336
Indian Health Svc,2/12/21,346969
Indian Health Svc,2/13/21,362802
Indian Health Svc,2/14/21,378614
Indian Health Svc,2/16/21,385284
Indian Health Svc,2/17/21,390833
Indian Health Svc,2/18/21,401516
Indian Health Svc,2/19/21,407039
Indian Health Svc,2/20/21,412073
Indian Health Svc,2/21/21,426034
Indian Health Svc,2/22/21,441876
Indian Health Svc,2/23/21,455371
Indian Health Svc,2/24/21,468627
Indian Health Svc,2/25/21,488731
Indian Health Svc,2/26/21,516471
Indian Health Svc,2/27/21,537180
Indian Health Svc,2/28/21,553652
Indian Health Svc,3/1/21,569259
Indian Health Svc,3/2/21,577710
Indian Health Svc,3/3/21,588253
Indian Health Svc,3/4/21,603339
Indian Health Svc,3/5/21,620761
Indian Health Svc,3/6/21,642492
Indian Health Svc,3/7/21,655254
Indian Health Svc,3/8/21,665997
Indian Health Svc,3/9/21,669504
Indian Health Svc,3/10/21,684185
Indian Health Svc,3/11/21,697130
Indian Health Svc,3/12/21,715356
Indian Health Svc,3/13/21,733344
Indian Health Svc,3/14/21,746005
Indian Health Svc,3/15/21,757075
Indian Health Svc,3/16/21,768056
Indian Health Svc,3/17/21,781325
Indian Health Svc,3/18/21,799030
Indian Health Svc,3/19/21,814515
Indian Health Svc,3/20/21,827880
Indian Health Svc,3/21/21,845754
Indian Health Svc,3/22/21,857036
Indian Health Svc,3/23/21,860107
Indian Health Svc,3/24/21,876022
Indian Health Svc,3/25/21,886247
Indian Health Svc,3/26/21,903716
Indian Health Svc,3/27/21,919115
Indian Health Svc,3/28/21,940544
Indian Health Svc,3/29/21,945805
Indian Health Svc,3/30/21,948459
Indian Health Svc,3/31/21,964050
Indian Health Svc,4/1/21,980337
Indian Health Svc,4/2/21,995251
Indian Health Svc,4/3/21,1008639
Indian Health Svc,4/4/21,1025958
Indian Health Svc,4/5/21,1027727
Indian Health Svc,4/6/21,1031205
Indian Health Svc,4/7/21,1042543
Indian Health Svc,4/8/21,1055456
Indian Health Svc,4/9/21,1069111
Indian Health Svc,4/10/21,1082899
Indiana,1/12/21,191844
Indiana,1/13/21,211334
Indiana,1/14/21,233488
Indiana,1/15/21,260310
Indiana,1/19/21,334686
Indiana,1/20/21,356385
Indiana,1/21/21,387137
Indiana,1/22/21,414127
Indiana,1/23/21,446029
Indiana,1/24/21,446029
Indiana,1/25/21,491856
Indiana,1/26/21,498824
Indiana,1/27/21,524180
Indiana,1/28/21,552144
Indiana,1/29/21,581322
Indiana,1/30/21,607185
Indiana,1/31/21,607185
Indiana,2/1/21,607185
Indiana,2/2/21,612289
Indiana,2/3/21,637745
Indiana,2/4/21,671191
Indiana,2/5/21,710888
Indiana,2/6/21,749771
Indiana,2/7/21,749771
Indiana,2/8/21,749771
Indiana,2/9/21,761070
Indiana,2/10/21,795702
Indiana,2/11/21,832031
Indiana,2/12/21,873568
Indiana,2/13/21,1018783
Indiana,2/14/21,1058874
Indiana,2/16/21,1091762
Indiana,2/17/21,1113413
Indiana,2/18/21,1125976
Indiana,2/19/21,1194094
Indiana,2/20/21,1234416
Indiana,2/21/21,1269839
Indiana,2/22/21,1292340
Indiana,2/23/21,1298877
Indiana,2/24/21,1361053
Indiana,2/25/21,1459296
Indiana,2/26/21,1505040
Indiana,2/27/21,1551945
Indiana,2/28/21,1590344
Indiana,3/1/21,1615149
Indiana,3/2/21,1624577
Indiana,3/3/21,1657664
Indiana,3/4/21,1697536
Indiana,3/5/21,1748623
Indiana,3/6/21,1800802
Indiana,3/7/21,1844669
Indiana,3/8/21,1879649
Indiana,3/9/21,1892845
Indiana,3/10/21,1934412
Indiana,3/11/21,1979075
Indiana,3/12/21,2030306
Indiana,3/13/21,2127154
Indiana,3/14/21,2127229
Indiana,3/15/21,2160312
Indiana,3/16/21,2170644
Indiana,3/17/21,2206988
Indiana,3/18/21,2252443
Indiana,3/19/21,2304432
Indiana,3/20/21,2360942
Indiana,3/21/21,2406866
Indiana,3/22/21,2437519
Indiana,3/23/21,2447336
Indiana,3/24/21,2488889
Indiana,3/25/21,2540707
Indiana,3/26/21,2598661
Indiana,3/27/21,2655132
Indiana,3/28/21,2700392
Indiana,3/29/21,2734813
Indiana,3/30/21,2744163
Indiana,3/31/21,2787166
Indiana,4/1/21,2840511
Indiana,4/2/21,2903944
Indiana,4/3/21,2972415
Indiana,4/4/21,3016801
Indiana,4/5/21,3048583
Indiana,4/6/21,3057121
Indiana,4/7/21,3099903
Indiana,4/8/21,3158259
Indiana,4/9/21,3229355
Indiana,4/10/21,3301186
Iowa,1/12/21,98691
Iowa,1/13/21,112093
Iowa,1/14/21,112093
Iowa,1/15/21,120983
Iowa,1/19/21,144955
Iowa,1/20/21,149850
Iowa,1/21/21,158743
Iowa,1/22/21,170607
Iowa,1/23/21,180110
Iowa,1/24/21,191183
Iowa,1/25/21,196203
Iowa,1/26/21,197982
Iowa,1/27/21,204196
Iowa,1/28/21,212497
Iowa,1/29/21,224347
Iowa,1/30/21,237874
Iowa,1/31/21,252202
Iowa,2/1/21,257468
Iowa,2/2/21,259522
Iowa,2/3/21,266777
Iowa,2/4/21,279252
Iowa,2/5/21,293377
Iowa,2/6/21,308527
Iowa,2/7/21,328412
Iowa,2/8/21,345350
Iowa,2/9/21,351803
Iowa,2/10/21,368759
Iowa,2/11/21,387370
Iowa,2/12/21,408578
Iowa,2/13/21,432473
Iowa,2/14/21,456512
Iowa,2/16/21,485710
Iowa,2/17/21,495487
Iowa,2/18/21,507650
Iowa,2/19/21,552706
Iowa,2/20/21,577374
Iowa,2/21/21,599489
Iowa,2/22/21,611188
Iowa,2/23/21,614928
Iowa,2/24/21,621717
Iowa,2/25/21,631160
Iowa,2/26/21,654074
Iowa,2/27/21,684596
Iowa,2/28/21,713054
Iowa,3/1/21,734845
Iowa,3/2/21,740713
Iowa,3/3/21,753860
Iowa,3/4/21,773314
