Entity,Day,total_vaccinations
Mississippi,2/7/21,321032
Mississippi,2/8/21,327429
Mississippi,2/9/21,329079
Mississippi,2/10/21,345507
Mississippi,2/11/21,365400
Mississippi,2/12/21,386333
Mississippi,2/13/21,407723
Mississippi,2/14/21,427198
Mississippi,2/16/21,438364
Mississippi,2/17/21,438364
Mississippi,2/18/21,438364
Mississippi,2/19/21,474304
Mississippi,2/20/21,481424
Mississippi,2/21/21,491117
Mississippi,2/22/21,499055
Mississippi,2/23/21,505655
Mississippi,2/24/21,525462
Mississippi,2/25/21,525981
Mississippi,2/26/21,567276
Mississippi,2/27/21,593453
Mississippi,2/28/21,619251
Mississippi,3/1/21,637116
Mississippi,3/2/21,646440
Mississippi,3/3/21,665772
Mississippi,3/4/21,685610
Mississippi,3/5/21,710560
Mississippi,3/6/21,736826
Mississippi,3/7/21,764699
Mississippi,3/8/21,776272
Mississippi,3/9/21,780649
Mississippi,3/10/21,801306
Mississippi,3/11/21,823604
Mississippi,3/12/21,824528
Mississippi,3/13/21,896984
Mississippi,3/14/21,896984
Mississippi,3/15/21,904066
Mississippi,3/16/21,906140
Mississippi,3/17/21,921413
Mississippi,3/18/21,940902
Mississippi,3/19/21,948679
Mississippi,3/20/21,972123
Mississippi,3/21/21,996498
Mississippi,3/22/21,1002292
Mississippi,3/23/21,1004562
Mississippi,3/24/21,1025205
Mississippi,3/25/21,1049528
Mississippi,3/26/21,1050114
Mississippi,3/27/21,1092577
Mississippi,3/28/21,1094028
Mississippi,3/29/21,1134229
Mississippi,3/30/21,1137212
Mississippi,3/31/21,1158505
Mississippi,4/1/21,1160150
Mississippi,4/2/21,1189395
Mississippi,4/3/21,1216256
Mississippi,4/4/21,1240970
Mississippi,4/5/21,1241033
Mississippi,4/6/21,1248545
Mississippi,4/7/21,1267121
Mississippi,4/8/21,1289701
Mississippi,4/9/21,1312516
Mississippi,4/10/21,1337659
Missouri,1/12/21,161784
Missouri,1/13/21,161784
Missouri,1/14/21,175314
Missouri,1/15/21,190447
Missouri,1/19/21,236254
Missouri,1/20/21,244476
Missouri,1/21/21,265382
Missouri,1/22/21,285697
Missouri,1/23/21,291723
Missouri,1/24/21,317737
Missouri,1/25/21,335695
Missouri,1/26/21,340273
Missouri,1/27/21,358150
Missouri,1/28/21,382552
Missouri,1/29/21,408441
Missouri,1/30/21,408441
Missouri,1/31/21,444384
Missouri,2/1/21,462202
Missouri,2/2/21,466406
Missouri,2/3/21,482112
Missouri,2/4/21,505207
Missouri,2/5/21,536188
Missouri,2/6/21,583949
Missouri,2/7/21,625152
Missouri,2/8/21,643439
Missouri,2/9/21,646863
Missouri,2/10/21,669658
Missouri,2/11/21,694992
Missouri,2/12/21,717483
Missouri,2/13/21,806902
Missouri,2/14/21,848026
Missouri,2/16/21,878941
Missouri,2/17/21,892006
Missouri,2/18/21,915475
Missouri,2/19/21,1014248
Missouri,2/20/21,1042872
Missouri,2/21/21,1083721
Missouri,2/22/21,1103908
Missouri,2/23/21,1110913
Missouri,2/24/21,1137233
Missouri,2/25/21,1167787
Missouri,2/26/21,1213449
Missouri,2/27/21,1278087
Missouri,2/28/21,1279404
Missouri,3/1/21,1375027
Missouri,3/2/21,1384067
Missouri,3/3/21,1415806
Missouri,3/4/21,1458439
Missouri,3/5/21,1504236
Missouri,3/6/21,1552157
Missouri,3/7/21,1600118
Missouri,3/8/21,1633864
Missouri,3/9/21,1647096
Missouri,3/10/21,1685362
Missouri,3/11/21,1724580
Missouri,3/12/21,1759789
Missouri,3/13/21,1867231
Missouri,3/14/21,1867231
Missouri,3/15/21,1897083
Missouri,3/16/21,1907859
Missouri,3/17/21,1939762
Missouri,3/18/21,1989274
Missouri,3/19/21,2033873
Missouri,3/20/21,2087816
Missouri,3/21/21,2143727
Missouri,3/22/21,2174546
Missouri,3/23/21,2192811
Missouri,3/24/21,2229686
Missouri,3/25/21,2276318
Missouri,3/26/21,2317440
Missouri,3/27/21,2371541
Missouri,3/28/21,2430704
Missouri,3/29/21,2464910
Missouri,3/30/21,2481467
Missouri,3/31/21,2524827
Missouri,4/1/21,2576981
Missouri,4/2/21,2668283
Missouri,4/3/21,2745801
Missouri,4/4/21,2807214
Missouri,4/5/21,2853511
Missouri,4/6/21,2861032
Missouri,4/7/21,2904295
Missouri,4/8/21,2970903
Missouri,4/9/21,3020648
Missouri,4/10/21,3083405
Montana,1/12/21,42083
Montana,1/13/21,44063
Montana,1/14/21,46620
Montana,1/15/21,49364
Montana,1/19/21,55893
Montana,1/20/21,57220
Montana,1/21/21,60389
Montana,1/22/21,66348
Montana,1/23/21,72544
Montana,1/24/21,76590
Montana,1/25/21,77356
Montana,1/26/21,77748
Montana,1/27/21,81169
Montana,1/28/21,86213
Montana,1/29/21,92589
Montana,1/30/21,99272
Montana,1/31/21,104525
Montana,2/1/21,106145
Montana,2/2/21,107324
Montana,2/3/21,110374
Montana,2/4/21,116148
Montana,2/5/21,122536
Montana,2/6/21,130883
Montana,2/7/21,137765
Montana,2/8/21,139273
Montana,2/9/21,140124
Montana,2/10/21,144343
Montana,2/11/21,149339
Montana,2/12/21,157695
Montana,2/13/21,167360
Montana,2/14/21,176810
Montana,2/16/21,181665
Montana,2/17/21,184579
Montana,2/18/21,190070
Montana,2/19/21,221225
Montana,2/20/21,228890
Montana,2/21/21,237099
Montana,2/22/21,240814
Montana,2/23/21,243015
Montana,2/24/21,246626
Montana,2/25/21,252295
Montana,2/26/21,260990
Montana,2/27/21,271075
Montana,2/28/21,281422
Montana,3/1/21,284679
Montana,3/2/21,286163
Montana,3/3/21,291572
Montana,3/4/21,301007
Montana,3/5/21,312296
Montana,3/6/21,324102
Montana,3/7/21,337005
Montana,3/8/21,341554
Montana,3/9/21,343597
Montana,3/10/21,349631
Montana,3/11/21,359446
Montana,3/12/21,370463
Montana,3/13/21,383241
Montana,3/14/21,395770
Montana,3/15/21,398858
Montana,3/16/21,401716
Montana,3/17/21,406867
Montana,3/18/21,414258
Montana,3/19/21,422946
Montana,3/20/21,433315
Montana,3/21/21,443030
Montana,3/22/21,447675
Montana,3/23/21,447693
Montana,3/24/21,455003
Montana,3/25/21,463857
Montana,3/26/21,475058
Montana,3/27/21,487221
Montana,3/28/21,499029
Montana,3/29/21,502390
Montana,3/30/21,504919
Montana,3/31/21,522897
Montana,4/1/21,534273
Montana,4/2/21,545186
Montana,4/3/21,557322
Montana,4/4/21,569766
Montana,4/5/21,573480
Montana,4/6/21,575293
Montana,4/7/21,584386
Montana,4/8/21,596472
Montana,4/9/21,609984
Montana,4/10/21,622560
Nebraska,1/12/21,74439
Nebraska,1/13/21,79699
Nebraska,1/14/21,84920
Nebraska,1/15/21,91195
Nebraska,1/19/21,103689
Nebraska,1/20/21,106283
Nebraska,1/21/21,111841
Nebraska,1/22/21,118450
Nebraska,1/23/21,124069
Nebraska,1/24/21,132846
Nebraska,1/25/21,134033
Nebraska,1/26/21,135131
Nebraska,1/27/21,139573
Nebraska,1/28/21,150019
Nebraska,1/29/21,158370
Nebraska,1/30/21,167276
Nebraska,1/31/21,177711
Nebraska,2/1/21,180917
Nebraska,2/2/21,182412
Nebraska,2/3/21,188285
Nebraska,2/4/21,195126
Nebraska,2/5/21,204136
Nebraska,2/6/21,218405
Nebraska,2/7/21,230874
Nebraska,2/8/21,234061
Nebraska,2/9/21,235298
Nebraska,2/10/21,241067
Nebraska,2/11/21,247879
Nebraska,2/12/21,259906
Nebraska,2/13/21,273950
Nebraska,2/14/21,285708
Nebraska,2/16/21,290626
Nebraska,2/17/21,294904
Nebraska,2/18/21,305057
Nebraska,2/19/21,347754
Nebraska,2/20/21,360582
Nebraska,2/21/21,372655
Nebraska,2/22/21,380648
Nebraska,2/23/21,392756
Nebraska,2/24/21,405896
Nebraska,2/25/21,422419
Nebraska,2/26/21,442310
Nebraska,2/27/21,443974
Nebraska,2/28/21,474439
Nebraska,3/1/21,476315
Nebraska,3/2/21,484888
Nebraska,3/3/21,497106
Nebraska,3/4/21,513497
Nebraska,3/5/21,535213
Nebraska,3/6/21,536126
Nebraska,3/7/21,556061
Nebraska,3/8/21,573413
Nebraska,3/9/21,594293
Nebraska,3/10/21,607373
Nebraska,3/11/21,629765
Nebraska,3/12/21,653385
Nebraska,3/13/21,666329
Nebraska,3/14/21,666417
Nebraska,3/15/21,684831
Nebraska,3/16/21,697176
Nebraska,3/17/21,712099
Nebraska,3/18/21,731885
Nebraska,3/19/21,754880
Nebraska,3/20/21,755802
Nebraska,3/21/21,775509
Nebraska,3/22/21,797409
Nebraska,3/23/21,804643
Nebraska,3/24/21,818325
Nebraska,3/25/21,836012
Nebraska,3/26/21,857343
Nebraska,3/27/21,858106
Nebraska,3/28/21,881787
Nebraska,3/29/21,900049
Nebraska,3/30/21,916701
Nebraska,3/31/21,940837
Nebraska,4/1/21,966534
Nebraska,4/2/21,991673
Nebraska,4/3/21,992251
Nebraska,4/4/21,1009786
Nebraska,4/5/21,1024342
Nebraska,4/6/21,1036053
Nebraska,4/7/21,1055469
Nebraska,4/8/21,1076467
Nebraska,4/9/21,1107623
Nebraska,4/10/21,1108135
Nevada,1/12/21,61653
Nevada,1/13/21,61653
Nevada,1/14/21,76844
Nevada,1/15/21,83674
Nevada,1/19/21,102840
Nevada,1/20/21,107133
Nevada,1/21/21,115991
Nevada,1/22/21,126458
Nevada,1/23/21,137031
Nevada,1/24/21,152203
Nevada,1/25/21,159869
Nevada,1/26/21,164362
Nevada,1/27/21,174367
Nevada,1/28/21,194942
Nevada,1/29/21,210185
Nevada,1/30/21,224192
Nevada,1/31/21,241078
Nevada,2/1/21,248754
Nevada,2/2/21,253174
Nevada,2/3/21,279471
Nevada,2/4/21,291601
Nevada,2/5/21,304323
Nevada,2/6/21,322252
Nevada,2/7/21,334073
Nevada,2/8/21,346685
Nevada,2/9/21,351531
Nevada,2/10/21,366333
Nevada,2/11/21,379077
Nevada,2/12/21,394172
Nevada,2/13/21,411057
Nevada,2/14/21,428423
Nevada,2/16/21,446800
Nevada,2/17/21,453012
Nevada,2/18/21,466981
Nevada,2/19/21,522332
Nevada,2/20/21,555742
Nevada,2/21/21,569810
Nevada,2/22/21,586518
Nevada,2/23/21,598423
Nevada,2/24/21,606821
Nevada,2/25/21,622189
Nevada,2/26/21,642562
Nevada,2/27/21,665577
Nevada,2/28/21,685692
Nevada,3/1/21,715121
Nevada,3/2/21,723182
Nevada,3/3/21,733953
Nevada,3/4/21,750160
Nevada,3/5/21,773285
Nevada,3/6/21,800030
Nevada,3/7/21,829262
Nevada,3/8/21,855890
Nevada,3/9/21,864967
Nevada,3/10/21,878645
Nevada,3/11/21,904504
Nevada,3/12/21,930754
Nevada,3/13/21,958706
Nevada,3/14/21,989342
Nevada,3/15/21,1013805
Nevada,3/16/21,1020137
Nevada,3/17/21,1034347
Nevada,3/18/21,1062287
Nevada,3/19/21,1086559
Nevada,3/20/21,1116221
Nevada,3/21/21,1145354
Nevada,3/22/21,1164939
Nevada,3/23/21,1170434
Nevada,3/24/21,1185896
Nevada,3/25/21,1214518
Nevada,3/26/21,1243965
Nevada,3/27/21,1274357
Nevada,3/28/21,1303006
Nevada,3/29/21,1328018
Nevada,3/30/21,1335002
Nevada,3/31/21,1348526
Nevada,4/1/21,1374197
Nevada,4/2/21,1399135
Nevada,4/3/21,1431817
Nevada,4/4/21,1462114
Nevada,4/5/21,1482433
Nevada,4/6/21,1487176
Nevada,4/7/21,1505143
Nevada,4/8/21,1536848
Nevada,4/9/21,1576189
Nevada,4/10/21,1615552
New Hampshire,1/12/21,50613
New Hampshire,1/13/21,55218
New Hampshire,1/14/21,58711
New Hampshire,1/15/21,62517
New Hampshire,1/19/21,71556
New Hampshire,1/20/21,75418
New Hampshire,1/21/21,80639
New Hampshire,1/22/21,85595
New Hampshire,1/23/21,89816
New Hampshire,1/24/21,93338
New Hampshire,1/25/21,94623
New Hampshire,1/26/21,97002
New Hampshire,1/27/21,103080
New Hampshire,1/28/21,110451
New Hampshire,1/29/21,117408
New Hampshire,1/30/21,123740
New Hampshire,1/31/21,128313
New Hampshire,2/1/21,130515
New Hampshire,2/2/21,135799
New Hampshire,2/3/21,138271
New Hampshire,2/4/21,145086
New Hampshire,2/5/21,153145
New Hampshire,2/6/21,161178
New Hampshire,2/7/21,165887
New Hampshire,2/8/21,166603
New Hampshire,2/9/21,168727
New Hampshire,2/10/21,176192
New Hampshire,2/11/21,184103
New Hampshire,2/12/21,191114
New Hampshire,2/13/21,200675
New Hampshire,2/14/21,208541
New Hampshire,2/16/21,216649
New Hampshire,2/17/21,218316
New Hampshire,2/18/21,226863
New Hampshire,2/19/21,241386
New Hampshire,2/20/21,250296
New Hampshire,2/21/21,260809
New Hampshire,2/22/21,267893
New Hampshire,2/23/21,274267
New Hampshire,2/24/21,282235
New Hampshire,2/25/21,291248
New Hampshire,2/26/21,299874
New Hampshire,2/27/21,310769
New Hampshire,2/28/21,321602
New Hampshire,3/1/21,324806
New Hampshire,3/2/21,330538
New Hampshire,3/3/21,339484
New Hampshire,3/4/21,349825
New Hampshire,3/5/21,358497
New Hampshire,3/6/21,371111
New Hampshire,3/7/21,382103
New Hampshire,3/8/21,385485
New Hampshire,3/9/21,393931
New Hampshire,3/10/21,405366
New Hampshire,3/11/21,418658
New Hampshire,3/12/21,431296
New Hampshire,3/13/21,450103
New Hampshire,3/14/21,460696
New Hampshire,3/15/21,465226
New Hampshire,3/16/21,471480
New Hampshire,3/17/21,478758
New Hampshire,3/18/21,489626
New Hampshire,3/19/21,500911
New Hampshire,3/20/21,514422
New Hampshire,3/21/21,529948
New Hampshire,3/22/21,537577
New Hampshire,3/23/21,545500
New Hampshire,3/24/21,554889
New Hampshire,3/25/21,566168
New Hampshire,3/26/21,574612
New Hampshire,3/27/21,586018
New Hampshire,3/28/21,598445
New Hampshire,3/29/21,602562
New Hampshire,3/30/21,607126
New Hampshire,3/31/21,614984
New Hampshire,4/1/21,707655
New Hampshire,4/2/21,721042
New Hampshire,4/3/21,764940
New Hampshire,4/4/21,774277
New Hampshire,4/5/21,796674
New Hampshire,4/6/21,800922
New Hampshire,4/7/21,829371
New Hampshire,4/8/21,858460
New Hampshire,4/9/21,889074
New Hampshire,4/10/21,922666
New Jersey,1/12/21,221045
New Jersey,1/13/21,262982
New Jersey,1/14/21,263422
New Jersey,1/15/21,317070
New Jersey,1/19/21,400148
New Jersey,1/20/21,432220
New Jersey,1/21/21,432220
New Jersey,1/22/21,464363
New Jersey,1/23/21,500889
New Jersey,1/24/21,535625
New Jersey,1/25/21,563141
New Jersey,1/26/21,575733
New Jersey,1/27/21,611862
New Jersey,1/28/21,648215
New Jersey,1/29/21,727426
New Jersey,1/30/21,768944
New Jersey,1/31/21,795440
New Jersey,2/1/21,810293
New Jersey,2/2/21,836584
New Jersey,2/3/21,851721
New Jersey,2/4/21,851721
New Jersey,2/5/21,884736
New Jersey,2/6/21,1041289
New Jersey,2/7/21,1074805
New Jersey,2/8/21,1094886
New Jersey,2/9/21,1096789
New Jersey,2/10/21,1148733
New Jersey,2/11/21,1196677
New Jersey,2/12/21,1252742
New Jersey,2/13/21,1309703
New Jersey,2/14/21,1349327
New Jersey,2/16/21,1427336
New Jersey,2/17/21,1480413
New Jersey,2/18/21,1542174
New Jersey,2/19/21,1604448
New Jersey,2/20/21,1648599
New Jersey,2/21/21,1689031
New Jersey,2/22/21,1711610
New Jersey,2/23/21,1759059
New Jersey,2/24/21,1803596
New Jersey,2/25/21,1866378
New Jersey,2/26/21,1943116
New Jersey,2/27/21,2008524
New Jersey,2/28/21,2065666
New Jersey,3/1/21,2096498
New Jersey,3/2/21,2187330
New Jersey,3/3/21,2249861
New Jersey,3/4/21,2325257
New Jersey,3/5/21,2403077
New Jersey,3/6/21,2478696
New Jersey,3/7/21,2534361
New Jersey,3/8/21,2571874
New Jersey,3/9/21,2639438
New Jersey,3/10/21,2714949
New Jersey,3/11/21,2834934
New Jersey,3/12/21,2916801
New Jersey,3/13/21,3011319
New Jersey,3/14/21,3065373
New Jersey,3/15/21,3112960
New Jersey,3/16/21,3174729
New Jersey,3/17/21,3254946
New Jersey,3/18/21,3346883
New Jersey,3/19/21,3431096
New Jersey,3/20/21,3514899
New Jersey,3/21/21,3581686
New Jersey,3/22/21,3635504
New Jersey,3/23/21,3636384
New Jersey,3/24/21,3781744
New Jersey,3/25/21,3869393
New Jersey,3/26/21,3958836
New Jersey,3/27/21,4053945
New Jersey,3/28/21,4142916
New Jersey,3/29/21,4204062
New Jersey,3/30/21,4292515
New Jersey,3/31/21,4381035
New Jersey,4/1/21,4523995
New Jersey,4/2/21,4655258
New Jersey,4/3/21,4766910
New Jersey,4/4/21,4855447
New Jersey,4/5/21,4909547
New Jersey,4/6/21,4979819
New Jersey,4/7/21,5094041
New Jersey,4/8/21,5226827
New Jersey,4/9/21,5351413
New Jersey,4/10/21,5495689
New Mexico,1/12/21,78235
New Mexico,1/13/21,81855
New Mexico,1/14/21,89415
New Mexico,1/15/21,99305
New Mexico,1/19/21,138150
New Mexico,1/20/21,143302
New Mexico,1/21/21,152465
New Mexico,1/22/21,162045
New Mexico,1/23/21,184698
New Mexico,1/24/21,200141
New Mexico,1/25/21,204670
New Mexico,1/26/21,210136
New Mexico,1/27/21,217075
New Mexico,1/28/21,224692
New Mexico,1/29/21,238755
New Mexico,1/30/21,248321
New Mexico,1/31/21,264147
New Mexico,2/1/21,275224
New Mexico,2/2/21,277617
New Mexico,2/3/21,284830
New Mexico,2/4/21,294566
New Mexico,2/5/21,306945
New Mexico,2/6/21,322611
New Mexico,2/7/21,331793
New Mexico,2/8/21,342786
New Mexico,2/9/21,346064
New Mexico,2/10/21,354627
New Mexico,2/11/21,369864
New Mexico,2/12/21,388806
New Mexico,2/13/21,399911
New Mexico,2/14/21,419882
New Mexico,2/16/21,443359
New Mexico,2/17/21,447379
New Mexico,2/18/21,456034
New Mexico,2/19/21,562580
New Mexico,2/20/21,578916
New Mexico,2/21/21,595951
New Mexico,2/22/21,604732
New Mexico,2/23/21,612496
New Mexico,2/24/21,618666
New Mexico,2/25/21,634845
New Mexico,2/26/21,657118
New Mexico,2/27/21,678087
New Mexico,2/28/21,705538
New Mexico,3/1/21,711612
New Mexico,3/2/21,721489
New Mexico,3/3/21,735930
New Mexico,3/4/21,743904
New Mexico,3/5/21,765965
New Mexico,3/6/21,801111
New Mexico,3/7/21,814029
New Mexico,3/8/21,833881
New Mexico,3/9/21,839018
New Mexico,3/10/21,840633
New Mexico,3/11/21,867690
New Mexico,3/12/21,895586
New Mexico,3/13/21,913253
New Mexico,3/14/21,942171
New Mexico,3/15/21,952566
New Mexico,3/16/21,970496
New Mexico,3/17/21,983709
New Mexico,3/18/21,1004050
New Mexico,3/19/21,1031202
New Mexico,3/20/21,1060171
New Mexico,3/21/21,1085158
New Mexico,3/22/21,1098197
New Mexico,3/23/21,1101603
New Mexico,3/24/21,1111612
New Mexico,3/25/21,1135178
New Mexico,3/26/21,1162064
New Mexico,3/27/21,1191220
New Mexico,3/28/21,1224826
New Mexico,3/29/21,1239316
New Mexico,3/30/21,1242292
New Mexico,3/31/21,1258002
New Mexico,4/1/21,1281047
New Mexico,4/2/21,1312410
New Mexico,4/3/21,1342108
New Mexico,4/4/21,1365434
New Mexico,4/5/21,1374022
New Mexico,4/6/21,1377054
New Mexico,4/7/21,1384192
New Mexico,4/8/21,1417243
New Mexico,4/9/21,1448347
New Mexico,4/10/21,1477908
New York State,1/12/21,579532
New York State,1/13/21,632473
New York State,1/14/21,688576
New York State,1/15/21,757466
New York State,1/19/21,1000319
New York State,1/20/21,1046490
New York State,1/21/21,1116441
New York State,1/22/21,1203994
New York State,1/23/21,1282515
New York State,1/24/21,1365404
New York State,1/25/21,1418313
New York State,1/26/21,1453972
New York State,1/27/21,1518697
New York State,1/28/21,1630504
New York State,1/29/21,1703218
New York State,1/30/21,1791935
New York State,1/31/21,1875462
New York State,2/1/21,1927665
New York State,2/2/21,1966446
New York State,2/3/21,2003170
New York State,2/4/21,2060301
New York State,2/5/21,2132305
New York State,2/6/21,2225316
New York State,2/7/21,2336867
New York State,2/8/21,2418074
New York State,2/9/21,2441693
New York State,2/10/21,2535824
New York State,2/11/21,2620734
New York State,2/12/21,2712546
New York State,2/13/21,2821335
New York State,2/14/21,2925186
New York State,2/16/21,3110432
New York State,2/17/21,3178252
New York State,2/18/21,3253874
New York State,2/19/21,3447521
New York State,2/20/21,3535997
New York State,2/21/21,3621973
New York State,2/22/21,3711664
New York State,2/23/21,3772702
New York State,2/24/21,3821059
New York State,2/25/21,3879303
New York State,2/26/21,3955191
New York State,2/27/21,4060431
New York State,2/28/21,4225250
New York State,3/1/21,4355544
New York State,3/2/21,4495821
New York State,3/3/21,4607571
New York State,3/4/21,4730809
New York State,3/5/21,4864621
New York State,3/6/21,5042187
New York State,3/7/21,5237597
New York State,3/8/21,5416301
New York State,3/9/21,5525344
New York State,3/10/21,5691711
New York State,3/11/21,5840907
New York State,3/12/21,5999720
New York State,3/13/21,6295058
New York State,3/14/21,6295058
New York State,3/15/21,6443462
New York State,3/16/21,6571852
New York State,3/17/21,6700442
New York State,3/18/21,6853499
New York State,3/19/21,7004762
New York State,3/20/21,7185757
New York State,3/21/21,7371644
New York State,3/22/21,7522949
New York State,3/23/21,7695283
New York State,3/24/21,7836940
New York State,3/25/21,7986362
New York State,3/26/21,8194278
New York State,3/27/21,8435639
New York State,3/28/21,8654504
New York State,3/29/21,8862843
New York State,3/30/21,9023541
New York State,3/31/21,9261975
New York State,4/1/21,9393484
New York State,4/2/21,9914326
New York State,4/3/21,10281033
New York State,4/4/21,10519517
New York State,4/5/21,10640003
New York State,4/6/21,10761342
New York State,4/7/21,11027009
New York State,4/8/21,11243192
New York State,4/9/21,11519440
New York State,4/10/21,11811282
North Carolina,1/12/21,211610
North Carolina,1/13/21,266938
North Carolina,1/14/21,268212
North Carolina,1/15/21,302824
North Carolina,1/19/21,400779
North Carolina,1/20/21,427480
North Carolina,1/21/21,473282
North Carolina,1/22/21,524914
North Carolina,1/23/21,577007
North Carolina,1/24/21,636439
North Carolina,1/25/21,676037
North Carolina,1/26/21,699722
North Carolina,1/27/21,716748
North Carolina,1/28/21,849801
North Carolina,1/29/21,851223
North Carolina,1/30/21,898736
North Carolina,1/31/21,951657
North Carolina,2/1/21,975743
North Carolina,2/2/21,976153
North Carolina,2/3/21,1026683
North Carolina,2/4/21,1063474
North Carolina,2/5/21,1110074
North Carolina,2/6/21,1171240
North Carolina,2/7/21,1242541
North Carolina,2/8/21,1274361
North Carolina,2/9/21,1287493
North Carolina,2/10/21,1336079
North Carolina,2/11/21,1382652
North Carolina,2/12/21,1447413
North Carolina,2/13/21,1523425
North Carolina,2/14/21,1617435
North Carolina,2/16/21,1684845
North Carolina,2/17/21,1734825
North Carolina,2/18/21,1782267
North Carolina,2/19/21,1959215
North Carolina,2/20/21,2008811
North Carolina,2/21/21,2068505
North Carolina,2/22/21,2105120
North Carolina,2/23/21,2118218
North Carolina,2/24/21,2164489
North Carolina,2/25/21,2210412
North Carolina,2/26/21,2284698
North Carolina,2/27/21,2366027
North Carolina,2/28/21,2467755
North Carolina,3/1/21,2525579
North Carolina,3/2/21,2545103
North Carolina,3/3/21,2606912
North Carolina,3/4/21,2661523
North Carolina,3/5/21,2680413
North Carolina,3/6/21,2760801
North Carolina,3/7/21,2830672
North Carolina,3/8/21,2881950
North Carolina,3/9/21,2909142
North Carolina,3/10/21,2979031
North Carolina,3/11/21,3048105
North Carolina,3/12/21,3165928
North Carolina,3/13/21,3391675
North Carolina,3/14/21,3414474
North Carolina,3/15/21,3480495
North Carolina,3/16/21,3564207
North Carolina,3/17/21,3630467
North Carolina,3/18/21,3724856
North Carolina,3/19/21,3813176
North Carolina,3/20/21,3903284
North Carolina,3/21/21,4002867
North Carolina,3/22/21,4064069
North Carolina,3/23/21,4092184
North Carolina,3/24/21,4167233
North Carolina,3/25/21,4240056
North Carolina,3/26/21,4343898
North Carolina,3/27/21,4456503
North Carolina,3/28/21,4549839
North Carolina,3/29/21,4596429
North Carolina,3/30/21,4609430
North Carolina,3/31/21,4691515
North Carolina,4/1/21,4781372
North Carolina,4/2/21,4862483
North Carolina,4/3/21,5008165
North Carolina,4/4/21,5057979
North Carolina,4/5/21,5099793
North Carolina,4/6/21,5118480
North Carolina,4/7/21,5195228
North Carolina,4/8/21,5292280
North Carolina,4/9/21,5402133
North Carolina,4/10/21,5527176
North Dakota,1/12/21,39479
North Dakota,1/13/21,40728
North Dakota,1/14/21,42774
North Dakota,1/15/21,46410
North Dakota,1/19/21,56608
North Dakota,1/20/21,57657
North Dakota,1/21/21,59245
North Dakota,1/22/21,64105
North Dakota,1/23/21,68999
North Dakota,1/24/21,73175
North Dakota,1/25/21,75242
North Dakota,1/26/21,75457
North Dakota,1/27/21,77230
North Dakota,1/28/21,80051
North Dakota,1/29/21,86175
North Dakota,1/30/21,91585
North Dakota,1/31/21,97915
North Dakota,2/1/21,99481
North Dakota,2/2/21,99990
North Dakota,2/3/21,103572
North Dakota,2/4/21,106900
North Dakota,2/5/21,112827
North Dakota,2/6/21,120742
North Dakota,2/7/21,126822
North Dakota,2/8/21,129780
North Dakota,2/9/21,129780
North Dakota,2/10/21,130019
North Dakota,2/11/21,133616
North Dakota,2/12/21,139392
North Dakota,2/13/21,144179
North Dakota,2/14/21,148916
North Dakota,2/16/21,153427
North Dakota,2/17/21,154087
North Dakota,2/18/21,156751
North Dakota,2/19/21,182325
North Dakota,2/20/21,188496
North Dakota,2/21/21,194406
North Dakota,2/22/21,196365
North Dakota,2/23/21,196576
North Dakota,2/24/21,199813
North Dakota,2/25/21,203911
North Dakota,2/26/21,212625
North Dakota,2/27/21,225330
North Dakota,2/28/21,234209
North Dakota,3/1/21,238585
North Dakota,3/2/21,238848
North Dakota,3/3/21,241181
North Dakota,3/4/21,246289
North Dakota,3/5/21,255282
North Dakota,3/6/21,264133
North Dakota,3/7/21,272721
North Dakota,3/8/21,275989
North Dakota,3/9/21,277845
North Dakota,3/10/21,280757
North Dakota,3/11/21,286495
North Dakota,3/12/21,297605
North Dakota,3/13/21,308699
North Dakota,3/14/21,317029
North Dakota,3/15/21,321677
North Dakota,3/16/21,321693
North Dakota,3/17/21,325202
North Dakota,3/18/21,330516
North Dakota,3/19/21,340554
North Dakota,3/20/21,350706
North Dakota,3/21/21,357236
North Dakota,3/22/21,360501
North Dakota,3/23/21,360592
North Dakota,3/24/21,363148
North Dakota,3/25/21,369029
North Dakota,3/26/21,379564
North Dakota,3/27/21,390760
North Dakota,3/28/21,397822
North Dakota,3/29/21,401626
North Dakota,3/30/21,410932
North Dakota,3/31/21,413386
North Dakota,4/1/21,419484
North Dakota,4/2/21,433534
North Dakota,4/3/21,445669
North Dakota,4/4/21,449089
North Dakota,4/5/21,450780
North Dakota,4/6/21,452933
North Dakota,4/7/21,456435
North Dakota,4/8/21,462999
North Dakota,4/9/21,474619
North Dakota,4/10/21,484807
Northern Mariana Islands,1/12/21,3722
Northern Mariana Islands,1/13/21,4141
Northern Mariana Islands,1/14/21,4598
Northern Mariana Islands,1/15/21,4909
Northern Mariana Islands,1/19/21,6372
Northern Mariana Islands,1/20/21,6791
Northern Mariana Islands,1/21/21,7309
Northern Mariana Islands,1/22/21,7720
Northern Mariana Islands,1/23/21,8039
Northern Mariana Islands,1/24/21,8390
Northern Mariana Islands,1/25/21,8495
Northern Mariana Islands,1/26/21,8738
Northern Mariana Islands,1/27/21,9026
Northern Mariana Islands,1/28/21,9251
Northern Mariana Islands,1/29/21,9548
Northern Mariana Islands,1/30/21,9733
Northern Mariana Islands,1/31/21,10050
Northern Mariana Islands,2/1/21,10148
Northern Mariana Islands,2/2/21,10407
